embedding,labels
[0.61960787 0.50980395 0.8392157 Ellipsis 0.3372549 0.06666667 0.6],[ 35 137]
[0.43137255 0.29803923 0.80784315 Ellipsis 0.27058825 0.5568628 0.42745098],[137 139 143 250]
[0.29411766 0.53333336 0.3764706 Ellipsis 0.8117647 0.0 0.37254903],[283 285 294 295 301 302]
[0.7490196 0.27450982 0.38039216 Ellipsis 0.3882353 0.64705884 0.44705883],[137 361]
[0.08627451 0.21960784 0.4627451 Ellipsis 0.10196079 0.9647059 1.0],[364 365]
[0.69411767 0.54901963 0.63529414 Ellipsis 0.6431373 1.0 1.0],[  0 137 175]
"[0.69803923 0.22745098 0.25490198 Ellipsis 0.99607843 0.69411767
 0.34509805]",[137 450]
[0.0 1.0 0.0 Ellipsis 0.59607846 0.74509805 0.0],[  0 428 436]
[0.03921569 0.84313726 0.18431373 Ellipsis 0.11372549 0.10980392 0.8627451],[  0 300 335 336 509]
[0.70980394 0.2627451 0.42352942 Ellipsis 0.4 0.0 0.43137255],[137 148]
[0.36862746 0.6745098 0.64705884 Ellipsis 0.30980393 0.5647059 0.92156863],[  0 137 354 358 359]
[0.75686276 0.34901962 0.6431373 Ellipsis 0.5803922 0.9372549 0.21960784],[  0 137 447]
[0.10588235 0.69803923 0.24313726 Ellipsis 1.0 1.0 0.36862746],[487]
[0.69411767 0.7254902 0.7921569 Ellipsis 0.0 1.0 0.5686275],[ 35 137 260]
[0.7607843 0.34117648 0.2627451 Ellipsis 0.64705884 0.7921569 0.65882355],[137 270 282 505]
[0.6392157 0.39607844 0.5019608 Ellipsis 0.7647059 0.8039216 0.21568628],[402]
[0.7019608 1.0 1.0 Ellipsis 0.40392157 0.9411765 0.67058825],[13 66 69]
[0.6039216 0.4117647 0.10588235 Ellipsis 0.19215687 0.15686275 0.0],[135]
[0.0 0.4509804 0.6666667 Ellipsis 0.52156866 0.0 0.7019608],[114]
[0.52156866 0.3647059 0.3529412 Ellipsis 0.3647059 0.41568628 0.33333334],[137 282]
[0.79607844 0.34509805 0.16078432 Ellipsis 0.67058825 0.5372549 0.8784314],[137 452]
[0.4509804 0.54509807 0.7294118 Ellipsis 0.5019608 0.2 0.5019608],[  0  71 137 509]
[0.3529412 0.19607843 0.5058824 Ellipsis 0.5372549 0.98039216 0.41568628],[393]
[0.45490196 0.13333334 0.6431373 Ellipsis 1.0 0.0 1.0],[501 503]
[0.5803922 0.4392157 0.8745098 Ellipsis 0.75686276 0.627451 0.95686275],[23]
[0.03137255 0.83137256 0.43137255 Ellipsis 0.43529412 0.8980392 1.0],[412]
[0.2784314 0.34509805 0.7764706 Ellipsis 0.30980393 0.6745098 0.43529412],[415]
[0.75686276 0.7254902 0.61960787 Ellipsis 0.0 0.0 0.0],[185 197]
[0.33333334 0.39607844 0.42745098 Ellipsis 0.0 0.7647059 0.62352943],[427 430]
[0.2509804 0.15686275 0.7019608 Ellipsis 0.44313726 1.0 0.06666667],[ 0 72 73 74 79]
[0.8156863 0.4862745 0.654902 Ellipsis 0.0 0.01176471 1.0],[ 27 137 229 231]
[0.38431373 0.23921569 0.7137255 Ellipsis 1.0 0.7176471 0.4745098],[58]
[0.23529412 0.1764706 0.49803922 Ellipsis 0.0 0.75686276 0.56078434],[15 37]
[0.22745098 0.39215687 0.5686275 Ellipsis 1.0 1.0 0.6117647],[  0  72  87 137 510]
[0.85882354 0.34117648 0.37254903 Ellipsis 0.62352943 0.29411766 0.5764706],[137 156 265]
[0.04313726 0.78431374 0.0 Ellipsis 0.9137255 0.7490196 0.53333336],[468]
[0.41568628 0.29411766 0.49411765 Ellipsis 0.3764706 0.3137255 0.70980394],[505]
[0.61960787 0.36862746 0.64705884 Ellipsis 0.5254902 0.3019608 0.7490196],[137 145]
[0.5137255 0.39215687 0.41960785 Ellipsis 0.0 1.0 0.76862746],[ 72 136]
[0.02745098 1.0 0.0 Ellipsis 0.28235295 1.0 1.0],[349]
[0.40392157 0.24705882 0.6862745 Ellipsis 0.0 0.80784315 0.9098039],[  0   3  18  20 506]
[0.77254903 0.28627452 0.47843137 Ellipsis 0.6392157 0.5058824 0.08235294],[  0 137 280]
[0.08627451 1.0 0.0 Ellipsis 1.0 1.0 0.32156864],[300 346]
[0.69411767 0.34509805 0.4627451 Ellipsis 1.0 1.0 0.7254902],[289 290 291]
[0.21568628 0.3647059 0.8156863 Ellipsis 0.8039216 0.73333335 0.0],[  0  29 137]
[0.23921569 0.29803923 0.75686276 Ellipsis 0.45490196 0.42745098 1.0],[478]
[0.5803922 0.7254902 0.75686276 Ellipsis 0.52156866 0.50980395 0.73333335],[  0  72  87  88  89 137]
[0.49411765 0.23921569 0.5647059 Ellipsis 1.0 0.00784314 0.44313726],[363]
[0.6745098 0.3019608 0.8039216 Ellipsis 0.14901961 0.85882354 0.36862746],[137 271]
[0.31764707 0.13725491 0.6117647 Ellipsis 0.60784316 0.02352941 0.34901962],[  0 407 408]
[0.67058825 0.47058824 0.56078434 Ellipsis 0.58431375 1.0 0.0627451],[137 498]
[0.5882353 0.2 0.5411765 Ellipsis 1.0 0.8 0.654902],[515]
[0.3372549 0.38431373 0.5529412 Ellipsis 0.7882353 0.3254902 0.49019608],[407 408]
[0.49803922 0.5411765 0.6431373 Ellipsis 0.07450981 0.08235294 0.79607844],[ 92 504]
[0.5294118 0.70980394 0.0 Ellipsis 1.0 0.03529412 1.0],[137 300 326 356 509]
[0.81960785 0.7490196 0.8745098 Ellipsis 1.0 1.0 1.0],[  0 137 175]
[0.0 1.0 0.0 Ellipsis 1.0 0.0 0.60784316],[301 304]
[0.0 0.40784314 0.5686275 Ellipsis 0.6156863 0.9882353 0.03137255],[365]
[0.50980395 0.11764706 0.5529412 Ellipsis 0.28235295 0.77254903 0.0],[  0 494]
[0.0 0.8117647 0.49019608 Ellipsis 1.0 0.0 0.18039216],[301 303]
[0.47843137 0.6431373 0.7607843 Ellipsis 0.0 0.04705882 0.0],[ 52 137]
[0.7058824 0.56078434 0.4 Ellipsis 0.8117647 0.32941177 0.7529412],[137 243]
[0.73333335 0.28235295 0.28235295 Ellipsis 0.3137255 0.2509804 0.5568628],[137 239 240 247]
[0.33333334 0.10196079 0.6392157 Ellipsis 0.62352943 0.0 0.0],[ 0 22]
[0.0 0.8156863 0.18039216 Ellipsis 0.85882354 0.0 1.0],[300 316 317]
[0.4117647 0.4392157 0.47058824 Ellipsis 1.0 0.18039216 0.0],[218 254]
[0.7254902 0.4117647 0.6313726 Ellipsis 0.40784314 0.2 0.68235296],[137 250]
[0.69411767 0.5921569 0.7764706 Ellipsis 0.5411765 0.32941177 0.7607843],[155 156 157]
[0.27450982 0.18431373 0.7176471 Ellipsis 0.27058825 0.654902 0.3254902],[  0 137 149]
[0.7019608 0.14117648 0.5568628 Ellipsis 1.0 0.67058825 0.7137255],[195 196]
[0.33333334 0.5254902 0.59607846 Ellipsis 0.38431373 0.0 1.0],[ 0 63]
[0.25490198 0.16470589 0.6784314 Ellipsis 0.0 0.49803922 0.7058824],[288 370 371]
[0.6156863 0.38039216 0.41568628 Ellipsis 0.24705882 0.10588235 0.72156864],[137 282]
[0.1764706 0.37254903 0.35686275 Ellipsis 0.29803923 0.2627451 0.50980395],[404 409 486]
[0.26666668 0.3764706 0.53333336 Ellipsis 0.2509804 0.78431374 0.7607843],[  0  50 510]
[0.27450982 0.22745098 0.7529412 Ellipsis 0.0 0.4745098 0.29803923],[  0 479]
[0.3019608 0.7176471 0.5294118 Ellipsis 0.0 1.0 0.0],[314]
[0.2627451 0.39215687 0.41568628 Ellipsis 0.7490196 0.20392157 0.0],[124]
[0.7921569 0.34117648 0.47058824 Ellipsis 0.69803923 0.54901963 1.0],[137 271]
[0.5254902 0.35686275 0.38431373 Ellipsis 0.8392157 0.16862746 0.4392157],[513]
[0.60784316 0.5254902 0.6784314 Ellipsis 0.5764706 0.16470589 0.0627451],[155 156]
[0.4392157 0.8392157 0.23137255 Ellipsis 1.0 0.0 1.0],[313]
[0.42745098 0.33333334 0.5294118 Ellipsis 0.0 0.20392157 0.0],[  0 446 510]
[0.6901961 0.5803922 0.43529412 Ellipsis 0.14117648 1.0 0.84313726],[137 203]
[0.1254902 0.7921569 0.19607843 Ellipsis 0.59607846 0.0 0.42352942],[  0 300 335 336 340 509]
[0.25882354 0.4862745 0.3764706 Ellipsis 0.5254902 1.0 0.96862745],[396 397]
[0.42745098 0.46666667 0.16078432 Ellipsis 0.14117648 0.47843137 0.8392157],[505]
[0.4627451 0.6431373 0.4509804 Ellipsis 1.0 0.5058824 1.0],[301 308 318]
[0.41568628 0.67058825 0.36078432 Ellipsis 0.0 1.0 0.47843137],[35]
[0.6784314 0.10588235 0.49411765 Ellipsis 0.37254903 0.70980394 0.0],[288 372]
[0.19607843 0.59607846 0.5803922 Ellipsis 0.7294118 0.35686275 1.0],[458]
[0.18431373 0.5647059 0.7411765 Ellipsis 1.0 1.0 0.0],[20]
[0.33333334 0.24313726 0.59607846 Ellipsis 0.03921569 0.4392157 0.0],[360]
[0.7647059 0.3764706 0.4509804 Ellipsis 0.9764706 0.62352943 0.44313726],[  0 137 138 139 140 141 219 220 222 223]
[0.4 0.26666668 0.7019608 Ellipsis 0.90588236 0.75686276 0.3019608],[373]
[0.5686275 0.2627451 0.36862746 Ellipsis 0.29411766 0.0 1.0],[137 457]
[0.14509805 0.2784314 0.76862746 Ellipsis 0.43529412 0.16078432 0.6431373],[381]
[0.09411765 0.7490196 0.37254903 Ellipsis 0.5529412 0.4 0.9019608],[361]
[0.5411765 0.28235295 0.7254902 Ellipsis 0.3019608 0.5411765 0.84705883],[467]
[0.39215687 0.3137255 0.654902 Ellipsis 0.0 0.08627451 0.2627451],[  0  21 137]
[0.85490197 0.47843137 0.45882353 Ellipsis 0.36862746 0.73333335 0.8039216],[137 258 273]
[0.45490196 0.37254903 0.44313726 Ellipsis 1.0 0.49411765 0.28235295],[473]
[0.48235294 0.23137255 0.5529412 Ellipsis 0.08627451 0.43529412 0.4862745],[  0 111 118 510]
[0.6784314 0.10588235 0.49411765 Ellipsis 0.18431373 1.0 0.27450982],[  0 500 506]
[0.3529412 0.62352943 0.3019608 Ellipsis 1.0 0.8039216 1.0],[440]
[0.35686275 0.29411766 0.58431375 Ellipsis 0.23529412 0.4627451 0.28235295],[134]
[0.29411766 0.21568628 0.60784316 Ellipsis 0.36078432 0.21176471 0.5254902],[456]
[0.49411765 0.4509804 0.63529414 Ellipsis 0.79607844 0.6627451 0.2],[ 98 102 103]
[0.18039216 0.44705883 0.9647059 Ellipsis 0.47843137 0.5372549 1.0],[0 4]
[0.4117647 0.16862746 0.60784316 Ellipsis 0.40784314 0.31764707 0.79607844],[15]
[0.22352941 0.39215687 0.92156863 Ellipsis 0.13725491 0.0 0.34901962],[  0 375 376]
[0.42745098 0.30980393 0.7294118 Ellipsis 0.36862746 0.5254902 0.90588236],[  0   6  17  22  23 137]
[0.2901961 0.44705883 0.5803922 Ellipsis 0.0 1.0 1.0],[  0 345]
[0.32941177 0.33333334 0.5921569 Ellipsis 0.74509805 0.0 1.0],[121]
[0.0 1.0 0.6627451 Ellipsis 1.0 0.34117648 0.06666667],[301 304]
[0.64705884 0.40784314 0.3882353 Ellipsis 0.9098039 0.18431373 0.89411765],[152 153 154 155 156 157]
[0.3019608 0.6117647 0.57254905 Ellipsis 0.8117647 0.58431375 1.0],[  0 375]
[0.0 0.95686275 0.25490198 Ellipsis 0.34509805 1.0 0.6509804],[  0 345]
[0.49803922 0.10196079 0.6862745 Ellipsis 1.0 0.07058824 0.16862746],[ 0 15]
[0.3647059 0.42352942 0.46666667 Ellipsis 0.17254902 0.16862746 0.6392157],[  0 137 378]
[0.27450982 0.5647059 0.01960784 Ellipsis 0.01568628 0.72156864 0.0],[123 125]
[0.21568628 0.26666668 0.5921569 Ellipsis 0.0 1.0 0.47058824],[384 386]
[0.33333334 0.29411766 0.7058824 Ellipsis 0.08627451 0.28627452 1.0],[0 6]
[0.22745098 0.47058824 0.54509807 Ellipsis 0.23921569 0.0 0.70980394],[328 329 332 334 492]
[0.8 0.36862746 0.3529412 Ellipsis 0.3882353 0.10980392 0.45490196],[263]
[0.26666668 0.3529412 0.7137255 Ellipsis 0.05490196 0.62352943 0.18431373],[ 0 58]
[0.89411765 0.96862745 0.1882353 Ellipsis 0.34117648 0.7607843 0.09019608],[137 248 249]
[0.5921569 0.30980393 0.40392157 Ellipsis 0.6627451 0.65882355 0.0],[137 463 464]
[0.0627451 0.43137255 0.5921569 Ellipsis 1.0 0.0 0.59607846],[ 98  99 100 101]
[0.5921569 0.5568628 0.91764706 Ellipsis 0.0 0.42352942 0.3882353],[  0 399 400]
[0.7137255 0.2509804 0.32941177 Ellipsis 0.5803922 0.27058825 0.45882353],[  0 137 390]
[0.27058825 0.20392157 0.6392157 Ellipsis 0.7607843 0.34509805 1.0],[132 133]
[0.27450982 0.47843137 0.8235294 Ellipsis 0.60784316 0.2509804 0.13333334],[419]
[0.25490198 0.2627451 0.4745098 Ellipsis 1.0 0.2784314 0.0],[126 129 131]
[0.7647059 0.4627451 0.5372549 Ellipsis 0.12156863 0.4392157 0.0],[137 140 144 251]
[0.23529412 0.3254902 0.65882355 Ellipsis 0.5372549 0.4862745 0.0],[ 98 106]
[0.6862745 0.34509805 0.6156863 Ellipsis 0.47843137 1.0 0.62352943],[137 148]
[0.4117647 0.13725491 0.8117647 Ellipsis 0.36078432 0.5921569 0.42745098],[0 5]
[0.31764707 0.53333336 0.5411765 Ellipsis 0.85882354 0.0 0.5411765],[  0 159 513]
[0.13333334 0.33333334 0.5764706 Ellipsis 0.44313726 0.6039216 0.85882354],[  0 361]
[0.42352942 0.30980393 0.69411767 Ellipsis 0.6627451 0.5372549 1.0],[441]
[0.67058825 0.25882354 0.46666667 Ellipsis 0.68235296 1.0 0.42352942],[152 160]
[0.38039216 0.5921569 0.5529412 Ellipsis 1.0 0.36862746 0.38039216],[427 430]
[0.21960784 0.6 0.7176471 Ellipsis 0.28235295 0.0 0.69803923],[111 112 115 116]
[0.47843137 0.32156864 0.49411765 Ellipsis 0.9764706 1.0 0.0],[  0 124 137]
[0.3882353 0.2901961 0.63529414 Ellipsis 0.64705884 0.58431375 0.3254902],[ 84 134]
[0.31764707 0.43529412 0.7137255 Ellipsis 0.4509804 0.0 0.8392157],[  0   3  20 506]
[0.1254902 0.33333334 0.8156863 Ellipsis 0.49019608 0.627451 0.6],[202]
[0.6627451 0.1764706 0.32941177 Ellipsis 0.8509804 0.23921569 0.99607843],[163]
[0.32941177 0.12941177 0.6 Ellipsis 0.16078432 0.5686275 0.53333336],[467]
[0.3882353 0.7764706 0.37254903 Ellipsis 0.3647059 0.14901961 0.45882353],[  0 137 440]
[0.7176471 0.7019608 0.83137256 Ellipsis 0.0 0.63529414 0.0],[189 191 192 199]
[0.21176471 0.5019608 0.52156866 Ellipsis 0.0 0.79607844 1.0],[288 454]
[0.31764707 0.4392157 0.44313726 Ellipsis 0.0 1.0 0.9411765],[ 0 94]
[0.65882355 0.38039216 0.3647059 Ellipsis 0.63529414 0.28235295 1.0],[137 217 417]
[0.05490196 0.5019608 0.48235294 Ellipsis 0.40784314 0.6784314 0.65882355],[  0 300 341 507]
[0.5294118 0.24313726 0.4627451 Ellipsis 0.49411765 0.4509804 0.1764706],[511]
[0.08235294 1.0 0.01176471 Ellipsis 0.7137255 0.5686275 0.16470589],[459]
[0.7490196 0.57254905 0.7254902 Ellipsis 0.6901961 1.0 0.0],[189 191 192 199]
[0.15294118 0.50980395 0.5921569 Ellipsis 1.0 0.25490198 0.37254903],[  0 518]
[0.0 1.0 0.0 Ellipsis 0.0 1.0 1.0],[343 444 448 510]
[0.3254902 0.3254902 0.67058825 Ellipsis 1.0 0.5803922 0.2],[137 288 300 307 444 509]
[0.8235294 0.34509805 0.30588236 Ellipsis 0.4627451 0.0 0.5686275],[171 172]
[0.13333334 1.0 0.40392157 Ellipsis 0.6509804 0.45882353 0.4745098],[  0 508]
[0.14901961 0.29803923 0.6784314 Ellipsis 0.22745098 0.0 0.8352941],[54 55]
[0.79607844 0.39607844 0.30980393 Ellipsis 0.21568628 0.1882353 0.0],[137 239 242 245]
[0.49803922 0.24705882 0.42745098 Ellipsis 0.47058824 0.19607843 1.0],[495]
[0.15686275 0.32941177 0.60784316 Ellipsis 0.79607844 0.04313726 1.0],[111 112 113]
[0.70980394 0.3254902 0.35686275 Ellipsis 0.25490198 0.67058825 0.62352943],[174]
[0.0 1.0 0.0 Ellipsis 1.0 0.0 1.0],[283 285 301 303]
[0.1254902 0.4745098 0.6745098 Ellipsis 0.8039216 0.32941177 1.0],[ 3 17]
[0.15686275 0.7764706 0.5686275 Ellipsis 0.0 0.0627451 0.9490196],[328 329 332 333]
[0.6392157 0.23529412 0.5372549 Ellipsis 0.02745098 1.0 0.68235296],[  0 388 399 400]
[0.0 1.0 0.0 Ellipsis 0.05490196 0.70980394 0.54901963],[300 344 346]
[0.19607843 0.38039216 0.7137255 Ellipsis 0.14901961 0.10588235 0.11372549],[  0   2 481]
[0.5647059 0.92941177 0.49019608 Ellipsis 0.23137255 0.83137256 0.41960785],[178]
[0.6156863 0.3254902 0.24705882 Ellipsis 0.24705882 0.38431373 0.54509807],[496 516]
[0.67058825 0.35686275 0.48235294 Ellipsis 0.13333334 0.84313726 1.0],[137 140 462]
[0.8 0.31764707 0.21960784 Ellipsis 0.5137255 0.6117647 0.7254902],[137 243 477]
[0.50980395 0.4117647 0.78431374 Ellipsis 0.0 0.0 1.0],[377]
[0.21960784 0.3137255 0.5254902 Ellipsis 0.43529412 0.6 0.0],[117 118]
"[0.29411766 0.35686275 0.33333334 Ellipsis 0.76862746 0.88235295
 0.70980394]",[58]
[0.7372549 0.50980395 0.7490196 Ellipsis 1.0 0.43137255 0.76862746],[189 193 194]
[0.5137255 0.6862745 0.627451 Ellipsis 0.6509804 1.0 0.02745098],[137 261]
[0.3647059 0.22352941 0.64705884 Ellipsis 0.0 0.0 1.0],[  0 389 392]
"[0.4862745  0.23529412 0.7176471  0.47843137 0.40392157 0.23137255
 0.62352943 0.23137255 0.64705884 0.         0.00784314 0.15686275
 0.69803923 0.23529412 0.90588236 0.49803922 0.43137255 0.4
 0.4745098  0.67058825 0.5176471  0.4627451  0.63529414 0.6431373
 0.         0.34509805 0.49019608 0.         0.827451   0.27058825
 0.3647059  0.58431375 0.68235296 0.44705883 0.5294118  0.30980393
 0.54509807 0.64705884 0.16862746 0.98039216 0.34117648 0.972549
 0.4392157  1.         0.05490196 0.28627452 0.03137255 0.74509805
 0.9843137  0.         0.84313726 0.9098039  0.8862745  0.40784314
 0.33333334 0.43529412 0.07450981 0.34509805 0.49803922 0.47843137
 0.22745098 0.38039216 0.23529412 0.48235294 0.42352942 0.5019608
 0.49019608 0.19215687 0.7607843  0.5529412  0.43137255 0.6901961
 0.3372549  0.47058824 0.         0.39215687 0.5137255  0.7294118
 0.6745098  0.3647059  0.9647059  0.49411765 0.79607844 1.
 1.         0.0627451  0.18039216 0.8235294  0.5764706  0.6039216
 0.         0.23137255 1.         0.34901962 1.         0.7411765
 0.6862745  0.15294118 0.9019608  0.25490198 0.         0.30588236
 0.23921569 0.654902   0.3019608  0.7294118  0.23529412 1.
 0.24313726 0.34117648 0.62352943 0.56078434 0.827451   0.8666667
 0.43529412 0.03921569 0.13725491 0.93333334 0.         0.7607843
 0.43529412 0.78431374 0.64705884 0.99215686 0.         0.37254903
 0.62352943 0.61960787 0.60784316 0.11764706 0.49803922 0.4627451
 0.7058824  0.3137255  0.40784314 0.5411765  0.50980395 0.61960787
 0.5647059  0.48235294 0.48235294 0.4        0.5568628  0.27450982
 0.42745098 0.5137255  0.5529412  0.5647059  0.29803923 0.64705884
 0.3764706  0.4392157  0.4509804  0.5803922  0.4509804  0.64705884
 0.7372549  0.53333336 0.4627451  0.5529412  0.4862745  0.48235294
 0.6039216  0.3882353  0.5803922  0.3372549  0.3529412  0.15294118
 0.6509804  0.8039216  0.62352943 0.6039216  0.57254905 0.3137255
 0.28235295 0.44705883 0.65882355 0.5372549  0.38431373 0.84705883
 0.48235294 0.6156863  0.54509807 0.5764706  0.53333336 0.4627451
 0.28235295 0.6039216  0.7294118  0.40784314 0.54509807 0.9019608
 0.35686275 0.49019608 0.47058824 0.36862746 0.5686275  0.5764706
 0.22352941 0.68235296 0.5764706  0.6        0.4        0.627451
 0.5019608  0.65882355 0.63529414 0.         0.57254905 0.54509807
 0.7058824  0.44705883 0.30588236 0.38039216 0.30980393 0.57254905
 0.6627451  0.5411765  0.69803923 0.44705883 0.27058825 0.5803922
 0.5019608  0.29803923 0.73333335 0.654902   0.25882354 0.32941177
 0.52156866 0.31764707 0.48235294 0.23137255 0.64705884 0.32156864
 0.34117648 0.6901961  0.         0.50980395 0.59607846 0.20392157
 0.3529412  0.54901963 0.627451   0.5372549  0.5529412  0.23529412
 0.15294118 0.5411765  0.02745098 0.21568628 0.6627451  0.48235294
 0.54901963 0.37254903 0.49803922 0.7411765 ]",[44]
[0.33333334 0.5764706 0.61960787 Ellipsis 0.0 0.5882353 0.4745098],[385]
[0.17254902 0.40392157 0.6784314 Ellipsis 1.0 0.0 0.0],[  0 137 138 149 189 199]
[0.21960784 0.43529412 0.7607843 Ellipsis 0.0 0.5137255 0.3647059],[419]
[0.0 0.52156866 0.7176471 Ellipsis 0.58431375 0.18039216 0.0],[423 476]
[0.43137255 0.13333334 0.7294118 Ellipsis 0.627451 0.7254902 0.47843137],[  0 390 506]
[0.3764706 0.23921569 0.74509805 Ellipsis 0.35686275 0.5294118 0.01960784],[417]
[0.00392157 0.6431373 0.1882353 Ellipsis 0.2 0.6039216 0.04313726],[473]
[0.16862746 0.44705883 0.7647059 Ellipsis 0.52156866 0.20784314 0.9647059],[42]
[0.37254903 0.5058824 0.8392157 Ellipsis 1.0 0.5254902 0.45882353],[  0 114]
[0.34117648 0.6156863 0.9372549 Ellipsis 0.44313726 1.0 0.38039216],[356]
[0.12156863 0.28627452 0.69411767 Ellipsis 0.10588235 0.27058825 0.0],[  0 398]
[0.6156863 0.84705883 0.63529414 Ellipsis 0.15294118 0.5686275 0.90588236],[161 173]
[0.46666667 0.8156863 0.8862745 Ellipsis 0.4392157 0.5803922 1.0],[ 0 67]
[0.50980395 0.6745098 0.44705883 Ellipsis 0.25882354 0.4862745 0.3137255],[369]
[0.64705884 1.0 0.7019608 Ellipsis 1.0 0.70980394 0.1254902],[296 403]
[0.654902 0.34117648 0.38431373 Ellipsis 0.07058824 0.7411765 0.5882353],[137 169]
[0.24705882 0.28235295 0.64705884 Ellipsis 0.5529412 0.47843137 0.0],[500]
[0.75686276 0.9137255 0.9137255 Ellipsis 0.6039216 0.30980393 0.0],[13 66 69]
[0.3372549 0.25882354 0.5921569 Ellipsis 0.0 1.0 0.05098039],[  0 393]
[0.44313726 0.49411765 0.5882353 Ellipsis 0.35686275 1.0 0.5764706],[483 484]
[0.42745098 0.3137255 0.6313726 Ellipsis 0.36078432 0.44705883 0.5019608],[  0 137 351]
[0.08627451 0.45490196 0.76862746 Ellipsis 0.79607844 0.5803922 0.34901962],[  0  99 111 451]
"[0.59607846 0.39215687 0.46666667 Ellipsis 0.77254903 0.29803923
 0.85882354]",[178]
[0.4 0.50980395 0.6 Ellipsis 0.0 0.42352942 0.99607843],[  0 390 506]
[0.08235294 0.34901962 0.54901963 Ellipsis 0.4627451 0.16862746 0.6509804],[311]
[0.6039216 0.37254903 0.34509805 Ellipsis 0.6509804 0.6509804 0.38039216],[137 488]
"[0.75686276 0.47843137 0.33333334 Ellipsis 0.29411766 0.85882354
 0.49019608]",[161 162 164 165 166 168 171 172]
[0.43137255 0.39215687 0.4862745 Ellipsis 0.20392157 0.4627451 0.0],[  0 105]
[0.16078432 0.23529412 0.5647059 Ellipsis 1.0 0.39215687 0.80784315],[  0 378]
[0.81960785 0.34901962 0.5647059 Ellipsis 0.07058824 0.32941177 1.0],[137 158]
[0.65882355 0.3764706 0.50980395 Ellipsis 0.47058824 1.0 0.0],[  0 130]
[0.7764706 0.34117648 0.5019608 Ellipsis 0.44705883 0.7647059 0.34117648],[202]
[0.13725491 0.32941177 0.73333335 Ellipsis 0.3137255 0.0 1.0],[0 5]
[0.34901962 0.47843137 0.54509807 Ellipsis 1.0 1.0 1.0],[  0 288 445]
[0.7372549 0.7019608 0.8862745 Ellipsis 1.0 0.0 0.10588235],[137 218]
[0.50980395 0.38039216 0.2509804 Ellipsis 0.87058824 0.6627451 0.38431373],[177]
